,Id,Gender,Age,Topic,Sentence
9290,735,M,50-100,METAL-DETECTING,"Se questo Garrett PI Terrain avesse una discriminazione appena decente, sarebbe grandioso altrimenti è la solita minestra...staremo a vedere."
9291,817,M,40-49,AUTO-MOTO,"Hai provato a ripristinare le DRL con i classici ""lumini""..... Non sempre i problemi elettronici sono capibili e non sempre una soluzione adottata da una persona vale per tutte le altre… Auguroni"
9292,9,M,30-39,SPORTS,"Pure io, i loro avanti vanno a 200 allora. Cmq mi ha folgorato il pensiero che con l'Ajax sarà decisivo Douglas...."
9293,722,M,40-49,METAL-DETECTING,[/QUOTE] Collezionista italiano. Ma siamo sicuri che questo sia lo stesso kiss? [/QUOTE] secondo me ghe problemi de omonimia con il pilota dell'aviazione austro-ungarica JOSEF KISS .
9294,534,M,50-100,BIKES,"Eh, mi piacerebbe, ma è da tanto che non pedalo, attendo di conoscere i partecipanti per potermi regolare, non voglio essere di intralcio, PERÒ... se vi serve ""la scopa"", ho esperienza..."
9295,40,M,20-29,AUTO-MOTO,"Approfitto del mio ritorno per fare un up, tappetini in moquette ancora disponibili!"
9296,626,F,20-29,SPORTS,"Vedo anche un programma libero con un layout piuttosto buono, con due 2A e tre tripli. La solidità del 3L è molto rassicurante."
9297,1019,M,20-29,SPORTS,Ti faccio l'in bocca al lupo...ne avrai bisogno! Per dirla alla napoletana questo Jazz è proprio...na band 'e musica!
9298,662,F,0-19,ANIME,"Piacere a tutte! (: Ciao Vanessa, corro ad inserire il banner! Ma come mai la mia firma non la vedo?"
9299,87,M,20-29,SPORTS,"Buonasera a tutti, volevo chiedervi se avete riscontrato anche voi un gravissimo problema che per me rende il gioco improponibile e mi ha decisamente fatto arrabbiare. Mi sono appena accorto che la mia reputazione personale all'interno del gioco non cambia mai, qualsiasi cosa io faccia! Ho iniziato una nuova partita con reputazione Automatica e da disoccupato, sono partito dunque da reputazione Regional, perché c'era caricata la terza divisione Belga. Mi ha assunto subito l'Uniao Madeira (squadra scarsa e povera di seconda divisione Portoghese), mentre le altre squadre senza allenatore ridevano di me. Al primo anno ho fatto 97 punti e record di gol segnati e sono stato subito promosso, la reputazione non è cambiata (rimanendo a 57%, regional) e ho pensato che fosse perché il campionato che ho vinto ha solo due stelline di reputazione. Poi però, essendo stato promosso in Premier League Portoghese, che è il sesto campionato del ranking UEFA, e ha 3 stelline e mezzo, speravo che la cosa cambiasse. Invece al primo anno in Premier sono riuscito a salvarmi con due giornate di anticipo, poi al secondo anno verso dicembre sono intorno alla 9a posizione e nulla ancora è cambiato. Per fare una prova alla fine del secondo anno mi sono licenziato (con un secondo salvataggio) e non mi volevano neanche squadre di media seconda divisione portoghese, solo una di terza divisione belga... Ho FM14 ufficiale da Steam con patch 14.3.1 aggiornata. Se qualcuno sa se questo è un bug o se sono solo stupido io che sbaglio qualcosa e mi volesse aiutare, gli sarei molto grato!!  Grazie!"
9300,315,M,50-100,SPORTS,"Alla partita di oggi va aggiunto il primo tempo con la Doria. E' vero che le vicende legate alla VAT possono aver tagliato le gambe e minato l'aoutostima, però i difetti ce li trasciniamo dietro da sempre, a parte i pochi casi in cui ha girato bene. Poi è chiaro che si continua a prendere giocatori ""rotti"", inutili ecc. (Djourou sostituito in tutti i sensi da Regini? Valdifiori, costoso e inutilizzato ecc. ecc).Ce la si può ancora fare, però......serve la famosa ""cazzimma""....non l'abbiamo vista molto..."
9301,1057,M,40-49,SPORTS,"Ma quale aria di scudetto, quando nn c'é piú niente da raggiungere( champions, campionato ecc.) é facile vincere le ultime partitelle gli avversari stanno giá da 2 mesi in vacanza. Il prox campionato sará dinuovo la stessa musica."
